geoid10,county,namelsad10,city,ngo_section,population,commute,pet,garden_pct,home_value_2012,x,y
48439106514,Tarrant County,Census Tract 1065.14,Fort Worth,,4983,23.4,36.0099983215332,20.74,"$142,941",-97.1726770505486,32.7504742476379
48113017304,Dallas County,Census Tract 173.04,Mesquite,Garland/Mesquite,9360,34.5,58.8800010681152,40.76,"$169,640",-96.5602310040623,32.7503804395093
48113014121,Dallas County,Census Tract 141.21,Coppell,Irving/Coppell,5255,,43.5299987792969,27.05,"$308,564",-96.9476495637924,32.9544832694213
48113003400,Dallas County,Census Tract 34,Dallas,White Rock/East Dallas,1196,,37.7299995422363,20.17,"$85,366",-96.7809360572291,32.7589160208055
48113010101,Dallas County,Census Tract 101.01,Dallas,Park Cities/North Dallas/Uptown/Oak Lawn,4709,,40.9900016784668,24.12,"$70,163",-96.8488368189075,32.7878259335432
48113013609,Dallas County,Census Tract 136.09,Dallas,Richardson/Far North Dallas/Lake Highlands,3684,24.4,36.0699996948242,25.55,"$340,698",-96.7771517277272,32.945177761913
48121020401,Denton County,Census Tract 204.01,Denton County,,7301,26,53.5200004577637,29.71,"$145,041",-97.1815047792996,33.2712733398689
48113005901,Dallas County,Census Tract 59.01,Dallas,Best Southwest/Oak Cliff/Grand Prairie,5191,34.3,39.8199996948242,27.5,"$74,326",-96.8082137334956,32.6930875386357
48439113607,Tarrant County,Census Tract 1136.07,Bedford,,4398,,45.7900009155273,27.75,"$117,217",-97.1598758657937,32.8323966610743
48121020115,Denton County,Census Tract 201.15,Denton County,Allen/Frisco/McKinney,5250,36.5,63.7799987792969,37.31,"$149,225",-96.9817811391321,33.1561365441323
48113006800,Dallas County,Census Tract 68,Dallas,Best Southwest/Oak Cliff/Grand Prairie,4913,23.8,24.6599998474121,15.27,"$86,240",-96.864737510972,32.7538741250635
48113011001,Dallas County,Census Tract 110.01,Dallas,Best Southwest/Oak Cliff/Grand Prairie,6556,25.7,39.3499984741211,27.47,"$117,637",-96.8486546718144,32.6817054580683
48113008603,Dallas County,Census Tract 86.03,Dallas,Best Southwest/Oak Cliff/Grand Prairie,1197,,22.6100006103516,17.66,"$69,811",-96.7683062873233,32.7264300037067
48439106600,Tarrant County,Census Tract 1066,Fort Worth,,2257,24.6,32.1399993896484,11.43,$0,-97.4275167802926,32.8024289731727
48439113001,Tarrant County,Census Tract 1130.01,Grand Prairie,Best Southwest/Oak Cliff/Grand Prairie,3901,24.7,52.7900009155273,31.24,"$191,667",-97.0474554085498,32.7842976533811
48439121703,Tarrant County,Census Tract 1217.03,Arlington,,5342,25.7,27.9899997711182,11.98,"$95,617",-97.1152529452405,32.7513613873412
48113019034,Dallas County,Census Tract 190.34,Dallas,Richardson/Far North Dallas/Lake Highlands,4213,23.8,35.9700012207031,18.46,"$142,803",-96.7270927878266,32.9203159899649
48439113923,Tarrant County,Census Tract 1139.23,Fort Worth,,2910,30.6,55.560001373291,31.96,"$161,364",-97.3114587328143,32.8793462308797
48113020000,Dallas County,Census Tract 200,Coppell,Irving/Coppell,4371,,58.5200004577637,41.62,"$337,727",-97.0120583508353,32.9804551324116
48113010701,Dallas County,Census Tract 107.01,Dallas,Park Cities/North Dallas/Uptown/Oak Lawn,4512,,26.8600006103516,14.64,"$79,326",-96.900417826643,32.7572301648974
48439105510,Tarrant County,Census Tract 1055.10,Fort Worth,,7882,27.1,51.1399993896484,28.11,"$142,596",-97.4032769771501,32.6358838146235
48439113215,Tarrant County,Census Tract 1132.15,North Richland Hills,,4851,26.9,62.7099990844727,37.75,"$145,541",-97.2191851446718,32.8707915658422
48113017602,Dallas County,Census Tract 176.02,Mesquite,Garland/Mesquite,4169,26.8,56.3699989318848,33.63,"$89,675",-96.6407057510024,32.770889057839
48113002000,Dallas County,Census Tract 20,Dallas,Best Southwest/Oak Cliff/Grand Prairie,5766,26.8,29.7700004577637,16.43,"$90,602",-96.8164847832608,32.7592198749788
48439100900,Tarrant County,Census Tract 1009,Fort Worth,,2038,,41.0299987792969,24.11,"$74,798",-97.3473996492151,32.7801213207089
48113007902,Dallas County,Census Tract 79.02,Dallas,White Rock/East Dallas,5306,22.6,44.8899993896484,30.75,"$219,048",-96.7442800895083,32.848041788449
48113014130,Dallas County,Census Tract 141.30,Irving,Irving/Coppell,4072,19.9,43.5099983215332,27.04,"$250,189",-96.944499214207,32.9223002721056
48113013716,Dallas County,Census Tract 137.16,Carrollton,Carrollton/Farmers Branch/Addison,4666,24,64.4100036621094,40.55,"$148,978",-96.9071829831032,32.968718413987
48439113514,Tarrant County,Census Tract 1135.14,Euless,,5004,24.1,39.3199996948242,16.94,"$114,366",-97.0919382830008,32.8313360902534
48113004100,Dallas County,Census Tract 41,Dallas,Best Southwest/Oak Cliff/Grand Prairie,1087,,23.3700008392334,13.33,"$38,352",-96.8034031082635,32.7524604053446
48113013720,Dallas County,Census Tract 137.20,Carrollton,Carrollton/Farmers Branch/Addison,5443,,54.4199981689453,30.52,"$138,441",-96.8867622272658,32.9809638439602
48085031623,Collin County,Census Tract 316.23,Plano,Plano/Murphy/Wylie,3054,23.2,49.4599990844727,33.3,"$211,568",-96.7211514137278,33.0230560121905
48121021100,Denton County,Census Tract 211,Denton,,2936,19.2,27.4699993133545,12.58,"$147,321",-97.1348762283852,33.210418452096
48113009701,Dallas County,Census Tract 97.01,Dallas,Park Cities/North Dallas/Uptown/Oak Lawn,4799,,49.689998626709,30.92,"$159,464",-96.8771564462309,32.8879438185593
48439122801,Tarrant County,Census Tract 1228.01,Arlington,,3951,24.6,32.1300010681152,11.4,"$105,000",-97.1118770926798,32.7140740152838
48113008802,Dallas County,Census Tract 88.02,Dallas,Best Southwest/Oak Cliff/Grand Prairie,5231,,32.189998626709,16.88,"$55,937",-96.7875066080457,32.7102894295149
48439105701,Tarrant County,Census Tract 1057.01,Fort Worth,,3886,,52.310001373291,35.8,"$117,276",-97.3611454824943,32.6634681261965
48113009101,Dallas County,Census Tract 91.01,Dallas,White Rock/East Dallas,5566,33.6,43.3699989318848,26.09,"$88,147",-96.6943405775591,32.7564851359863
48439111541,Tarrant County,Census Tract 1115.41,Arlington,,3959,33.9,60.7400016784668,34.3,"$120,384",-97.1097845892741,32.6523008860341
48085031311,Collin County,Census Tract 313.11,Collin County,Plano/Murphy/Wylie,10163,33,61.0800018310547,34.1,"$177,709",-96.5451452664433,32.9930377995839
48439105901,Tarrant County,Census Tract 1059.01,Fort Worth,,3491,26.8,39.4500007629395,26.31,"$71,980",-97.3196047575521,32.6770153383473
48439111550,Tarrant County,Census Tract 1115.50,Arlington,,12512,31.8,61.0800018310547,34.09,"$152,313",-97.1197248435523,32.6188549128732
48439111506,Tarrant County,Census Tract 1115.06,Pantego,,5872,20.5,47.0900001525879,36.07,"$178,049",-97.1616084567632,32.7157593563744
48113017808,Dallas County,Census Tract 178.08,Mesquite,Garland/Mesquite,4667,26.9,58.2400016784668,34.03,"$143,682",-96.6065115955981,32.8298247172259
48439100601,Tarrant County,Census Tract 1006.01,Lakeside,,2003,26.5,57.560001373291,36.36,"$150,000",-97.4771918910763,32.8227495340242
48439111533,Tarrant County,Census Tract 1115.33,Arlington,,5320,24.9,62.6599998474121,37.65,"$162,842",-97.1488963111955,32.6543962058213
48113012100,Dallas County,Census Tract 121,Dallas,White Rock/East Dallas,5748,27.1,56.3600006103516,33.62,"$89,090",-96.6608542796365,32.7695594035138
48113980000,Dallas County,Census Tract 9800,Irving,Irving/Coppell,0,19.6,0,0,$0,-97.017188979313,32.8922594206157
48397040101,Rockwall County,Census Tract 401.01,Rockwall,Rockwall/Rowlett,6547,34.9,59.8499984741211,43.28,"$239,591",-96.4809680195964,32.9397177884764
48439104505,Tarrant County,Census Tract 1045.05,Fort Worth,,3948,,34.2900009155273,13.2,"$53,430",-97.3121072525043,32.7082368338056
48113011601,Dallas County,Census Tract 116.01,Dallas,Garland/Mesquite,5353,33.5,36.4500007629395,25.14,"$70,489",-96.7018513716604,32.7002927031384
48121021748,Denton County,Census Tract 217.48,Flower Mound,Lewisville/Flower Mound/Highland Village,4143,29.5,60.1399993896484,43.67,"$253,255",-97.0806794396981,33.0450874464857
48113005500,Dallas County,Census Tract 55,Dallas,Best Southwest/Oak Cliff/Grand Prairie,3493,26.5,39.2000007629395,24.54,"$72,326",-96.7995396055016,32.7251820738656
48113012800,Dallas County,Census Tract 128,Dallas,White Rock/East Dallas,7186,25.7,53.3600006103516,36.95,"$172,358",-96.6881598018531,32.8552400236164
48113019212,Dallas County,Census Tract 192.12,Dallas,Richardson/Far North Dallas/Lake Highlands,3706,,24.0699996948242,12.49,$0,-96.7598280800079,32.9343942963647
48121021635,Denton County,Census Tract 216.35,Dallas,Plano/Murphy/Wylie,4184,21.8,35.0800018310547,19.65,"$255,921",-96.8479733432162,33.0023345670149
48439111406,Tarrant County,Census Tract 1114.06,Mansfield,,3793,31.1,63.25,38.44,"$221,673",-97.1598781573598,32.6041537478755
48439113709,Tarrant County,Census Tract 1137.09,Grapevine,,4874,25.6,58.5699996948242,41.64,"$255,208",-97.0891512251209,32.8916572125572
48113008200,Dallas County,Census Tract 82,Dallas,White Rock/East Dallas,3923,23.7,46.0400009155273,33.2,"$234,448",-96.6970997887242,32.8388041528957
48439106507,Tarrant County,Census Tract 1065.07,Fort Worth,,1923,,40.2900009155273,32.1,"$139,428",-97.2508054865176,32.7644567274868
48439101201,Tarrant County,Census Tract 1012.01,Fort Worth,,2052,,49.9300003051758,29.72,"$95,327",-97.2522088646916,32.7764777769352
48085031201,Collin County,Census Tract 312.01,Collin County,Rockwall/Rowlett,5285,36.3,67.2699966430664,35.2,"$168,069",-96.3782860609808,33.0454789351141
48113016617,Dallas County,Census Tract 166.17,DeSoto,Best Southwest/Oak Cliff/Grand Prairie,4722,29.9,58.689998626709,46.27,"$227,620",-96.8877644033214,32.6119715367787
48439111312,Tarrant County,Census Tract 1113.12,Mansfield,,3451,31.1,60.9900016784668,44.71,"$292,026",-97.1071716128172,32.5696181869827
48113019203,Dallas County,Census Tract 192.03,Richardson,Richardson/Far North Dallas/Lake Highlands,3598,20.3,53.2700004577637,38.03,"$208,936",-96.7438308762856,32.956862125026
48439113707,Tarrant County,Census Tract 1137.07,Grapevine,,5004,26,63.2000007629395,43.24,"$251,705",-97.1079508485385,32.9668605824807
48113015600,Dallas County,Census Tract 156,Grand Prairie,Best Southwest/Oak Cliff/Grand Prairie,5178,28.3,49.5999984741211,33.47,"$76,071",-96.9850164913206,32.754306127412
48113019026,Dallas County,Census Tract 190.26,Garland,Garland/Mesquite,5550,21.8,57.810001373291,39.31,"$152,675",-96.6392329782294,32.9378880007585
48439100502,Tarrant County,Census Tract 1005.02,Fort Worth,,7630,25.3,39.439998626709,25.05,"$77,813",-97.3862613299333,32.7930907130971
48439104300,Tarrant County,Census Tract 1043,Fort Worth,,6324,,46.5400009155273,23.91,"$200,708",-97.3520355552127,32.7109957014447
48113011900,Dallas County,Census Tract 119,Dallas,Garland/Mesquite,9654,31.1,53.2400016784668,31.63,"$77,721",-96.6466899420547,32.741308883304
48439113619,Tarrant County,Census Tract 1136.19,Euless,,4664,,36.9599990844727,21.24,"$216,745",-97.1447486708405,32.8182496620186
48113014114,Dallas County,Census Tract 141.14,Irving,Irving/Coppell,3141,,32.0099983215332,16.86,"$163,158",-96.9941522810565,32.8612500190229
48113001600,Dallas County,Census Tract 16,Dallas,Park Cities/North Dallas/Uptown/Oak Lawn,3756,18.9,25.3600006103516,17.73,"$205,841",-96.7890632555493,32.7979465968703
48121021520,Denton County,Census Tract 215.20,The Colony,Lewisville/Flower Mound/Highland Village,3879,27.2,60.7599983215332,34.28,"$125,704",-96.8811938626016,33.0907428410035
48113018204,Dallas County,Census Tract 182.04,Garland,Garland/Mesquite,4932,,40.9799995422363,24.13,"$75,084",-96.6257147847011,32.9018466115319
48113019206,Dallas County,Census Tract 192.06,Richardson,Richardson/Far North Dallas/Lake Highlands,5386,20.1,38.4799995422363,26.51,"$161,593",-96.7501012503354,32.9742542554018
48439110704,Tarrant County,Census Tract 1107.04,White Settlement,,4469,,50.1199989318848,27.69,"$78,008",-97.4503714094794,32.7476586969243
48113014403,Dallas County,Census Tract 144.03,Irving,Irving/Coppell,3975,21.3,32.0200004577637,16.86,"$135,417",-97.0218974774677,32.8267023420924
48113014204,Dallas County,Census Tract 142.04,Irving,,2521,,35.939998626709,16.56,"$164,423",-96.9235739904953,32.8461688186829
48085030301,Collin County,Census Tract 303.01,McKinney,Allen/Frisco/McKinney,3640,32.5,61.6800003051758,35.16,"$191,170",-96.7062454797959,33.2401765727033
48113008100,Dallas County,Census Tract 81,Dallas,White Rock/East Dallas,6314,23.2,46.1500015258789,35.56,"$257,849",-96.7121305371158,32.8218701087468
48439111538,Tarrant County,Census Tract 1115.38,Grand Prairie,Best Southwest/Oak Cliff/Grand Prairie,5844,29.2,48.939998626709,28.74,"$134,834",-97.0493895894861,32.6715307551889
48113016412,Dallas County,Census Tract 164.12,Grand Prairie,Best Southwest/Oak Cliff/Grand Prairie,4387,25.2,61.7000007629395,41.4,"$206,519",-96.9943732466907,32.6623375492044
48113004300,Dallas County,Census Tract 43,Dallas,Best Southwest/Oak Cliff/Grand Prairie,2370,,40.939998626709,24.12,"$56,548",-96.8393195744562,32.7725103401454
48439105403,Tarrant County,Census Tract 1054.03,Fort Worth,,6147,,42.0299987792969,32.48,"$339,969",-97.3768803225228,32.7127716947215
48113014134,Dallas County,Census Tract 141.34,Coppell,Irving/Coppell,4123,24.1,55.2599983215332,38.84,"$244,314",-96.9829581623011,32.9830624362805
48113011800,Dallas County,Census Tract 118,Dallas,Garland/Mesquite,9444,30.3,44.4500007629395,27.12,"$79,480",-96.6479206940086,32.7266920199387
48113016201,Dallas County,Census Tract 162.01,Grand Prairie,Best Southwest/Oak Cliff/Grand Prairie,4502,30.2,50.1199989318848,38.66,"$106,949",-97.0038596779653,32.725056439416
48439110701,Tarrant County,Census Tract 1107.01,White Settlement,,6910,20.3,51.4900016784668,28.36,"$77,778",-97.4653728856161,32.766365126305
48121021732,Denton County,Census Tract 217.32,Lewisville,Lewisville/Flower Mound/Highland Village,2198,24.1,43.560001373291,27.05,"$167,235",-96.9987733385188,33.0135129154587
48085031629,Collin County,Census Tract 316.29,Plano,Plano/Murphy/Wylie,3608,25.2,57.8699989318848,35.74,"$157,540",-96.7238915323483,33.0451790947015
48113014126,Dallas County,Census Tract 141.26,Coppell,Irving/Coppell,6032,22.8,59.0499992370605,42.25,"$287,629",-97.0097414738288,32.9541002067402
48113015700,Dallas County,Census Tract 157,Grand Prairie,Best Southwest/Oak Cliff/Grand Prairie,2645,,56.3400001525879,33.64,"$78,531",-96.9670957127657,32.7568027301772
48113019020,Dallas County,Census Tract 190.20,Garland,Garland/Mesquite,5034,23.4,44.2900009155273,31.66,"$185,322",-96.6739923059092,32.9378943018591
48085031806,Collin County,Census Tract 318.06,Richardson,Richardson/Far North Dallas/Lake Highlands,1838,24.8,39.2700004577637,24.65,$0,-96.739750697637,33.0004870171038
48439102000,Tarrant County,Census Tract 1020,Fort Worth,,1566,,40.25,22.05,"$184,848",-97.3573995611624,32.7497592404616
48085030405,Collin County,Census Tract 304.05,Frisco,Allen/Frisco/McKinney,4334,28.1,50.7900009155273,30.15,"$189,912",-96.7970217221323,33.131000579633
48121020204,Denton County,Census Tract 202.04,Denton County,,4112,28.7,68.6399993896484,40.6,"$181,516",-97.2374389435713,33.391345669841
48113016510,Dallas County,Census Tract 165.10,Dallas,Best Southwest/Oak Cliff/Grand Prairie,11550,27.8,60.9700012207031,34.18,"$134,950",-96.9676888539666,32.644138759394
48113013607,Dallas County,Census Tract 136.07,Dallas,Richardson/Far North Dallas/Lake Highlands,3413,,56.689998626709,42.21,"$283,503",-96.777720012355,32.9562505859155
48439105405,Tarrant County,Census Tract 1054.05,Fort Worth,,3482,19.9,40.2599983215332,31.81,"$424,405",-97.4015212760202,32.7005215039274
48439122300,Tarrant County,Census Tract 1223,Arlington,,4005,20.6,18.2900009155273,9.64,"$102,000",-97.1098455557758,32.7329716849922
48439111304,Tarrant County,Census Tract 1113.04,Mansfield,,7329,30.4,63.3499984741211,38.46,"$167,707",-97.1252946562904,32.5940097950529
48113013901,Dallas County,Census Tract 139.01,Farmers Branch,Carrollton/Farmers Branch/Addison,3274,,49.3800010681152,33.45,"$110,979",-96.8960363501836,32.931531266214
48439121905,Tarrant County,Census Tract 1219.05,Arlington,,5580,25.9,32.1100006103516,11.41,"$138,426",-97.0720854971992,32.7096091299331
48439122100,Tarrant County,Census Tract 1221,Arlington,,6992,23.5,56.0400009155273,33.43,"$77,842",-97.0832405703214,32.7323195719698
48439111544,Tarrant County,Census Tract 1115.44,Arlington,,7385,28.4,60.9500007629395,34.18,"$130,660",-97.1252075085164,32.6355963413435
48113018403,Dallas County,Census Tract 184.03,Garland,Garland/Mesquite,882,,32.1500015258789,11.45,$0,-96.6507495306956,32.8611264586419
48113018129,Dallas County,Census Tract 181.29,Garland,Garland/Mesquite,4760,29.6,46.0699996948242,29.32,"$139,099",-96.6120970702506,32.8440174395737
48113018138,Dallas County,Census Tract 181.38,Garland,Garland/Mesquite,4196,26.8,38.2299995422363,20.9,"$159,974",-96.5820805103682,32.8508972125295
48439111547,Tarrant County,Census Tract 1115.47,Arlington,,15746,30.8,61.0699996948242,34.09,"$145,995",-97.0835960948879,32.6351361342244
48439113916,Tarrant County,Census Tract 1139.16,Fort Worth,,4286,25.8,56.4300003051758,32.18,"$122,654",-97.298362125818,32.8669353408952
48113012900,Dallas County,Census Tract 129,Dallas,White Rock/East Dallas,4321,26.5,50.2099990844727,34.85,"$215,439",-96.7124174315112,32.8505117784877
48439114005,Tarrant County,Census Tract 1140.05,Saginaw,,7942,26.3,60.9099998474121,34.2,"$129,101",-97.3807715526297,32.8679644223501
48439113404,Tarrant County,Census Tract 1134.04,Hurst,,5710,,48.4900016784668,32.99,"$126,550",-97.1760128454043,32.8313603849722
48113004800,Dallas County,Census Tract 48,Dallas,Best Southwest/Oak Cliff/Grand Prairie,3071,,28.4300003051758,15.52,"$80,682",-96.8175497693576,32.7436770262802
48113018132,Dallas County,Census Tract 181.32,Garland,Garland/Mesquite,5117,30.3,60.7599983215332,34.3,"$135,292",-96.5780552715462,32.8384555067884
48113017900,Dallas County,Census Tract 179,Mesquite,Garland/Mesquite,5119,30,56.3699989318848,33.62,"$84,828",-96.6546616869616,32.8174786003789
48439113918,Tarrant County,Census Tract 1139.18,Fort Worth,,5376,29.7,53.4000015258789,29.8,"$117,765",-97.285465961796,32.8705119398109
48113009604,Dallas County,Census Tract 96.04,Dallas,Park Cities/North Dallas/Uptown/Oak Lawn,4799,,39.75,27.96,"$276,730",-96.8107071812428,32.918395498459
48085032009,Collin County,Census Tract 320.09,Richardson,Richardson/Far North Dallas/Lake Highlands,6812,26.3,60.0800018310547,41.5,"$246,469",-96.6616839725182,32.9908628823003
48113018300,Dallas County,Census Tract 183,Garland,Garland/Mesquite,7663,29.2,55.6800003051758,33.13,"$91,323",-96.643060800251,32.8859359224029
48113004400,Dallas County,Census Tract 44,Dallas,Best Southwest/Oak Cliff/Grand Prairie,3324,,48.6800003051758,34.92,"$286,438",-96.8448648984853,32.7602823570985
48113019025,Dallas County,Census Tract 190.25,Garland,Garland/Mesquite,4955,27,64.7399978637695,41.19,"$158,103",-96.6297023486915,32.9463108352038
48085031611,Collin County,Census Tract 316.11,Plano,Plano/Murphy/Wylie,3700,28.1,57.5099983215332,34.27,"$156,433",-96.7051225233287,33.0486353971746
48113014129,Dallas County,Census Tract 141.29,Irving,Irving/Coppell,5087,22.6,43.5099983215332,27.04,"$302,027",-96.9703932287113,32.9226504233701
48113014137,Dallas County,Census Tract 141.37,Irving,Irving/Coppell,2662,17.7,33.8300018310547,21.36,"$369,298",-96.9465848212312,32.8931011330474
48085030531,Collin County,Census Tract 305.31,McKinney,Allen/Frisco/McKinney,5890,33.4,58.5499992370605,41.63,"$267,207",-96.7054696517436,33.1849425180079
48085031634,Collin County,Census Tract 316.34,Plano,Plano/Murphy/Wylie,3052,29.4,54.9000015258789,30.99,"$144,210",-96.7250913781712,33.0610336905334
48439106001,Tarrant County,Census Tract 1060.01,Fort Worth,,7793,25.1,55.5499992370605,32.14,"$104,777",-97.3323383045539,32.6456860095152
48121021305,Denton County,Census Tract 213.05,Denton,,3704,25,58.3899993896484,37.49,"$227,324",-97.1176062336244,33.184358601688
48113018600,Dallas County,Census Tract 186,Garland,Garland/Mesquite,3569,30.2,53.6599998474121,33.56,"$111,729",-96.6571903211169,32.9017204362848
48439113520,Tarrant County,Census Tract 1135.20,Euless,,5330,23,43.1800003051758,24.93,"$174,291",-97.0740955885778,32.8720491161538
48113007820,Dallas County,Census Tract 78.20,Dallas,Richardson/Far North Dallas/Lake Highlands,5743,30.2,30.8400001525879,11.59,"$71,782",-96.7500505058158,32.8673725908222
48113015305,Dallas County,Census Tract 153.05,Irving,Irving/Coppell,4182,25.4,56.5299987792969,31.59,"$130,036",-96.9854861829765,32.8100849751132
48113009202,Dallas County,Census Tract 92.02,Dallas,Garland/Mesquite,6100,32,41,24.12,"$73,601",-96.6736674689161,32.7273352033379
48439105404,Tarrant County,Census Tract 1054.04,Fort Worth,,3932,,54.1300010681152,46.4,"$271,717",-97.3837323337455,32.6861819832367
48439101700,Tarrant County,Census Tract 1017,Fort Worth,,2635,,23.9899997711182,16.44,"$69,136",-97.3114520230388,32.7519832194836
48113018900,Dallas County,Census Tract 189,Garland,Garland/Mesquite,6184,27.4,54.0499992370605,34.98,"$122,425",-96.6572997280185,32.9202086297091
48439101202,Tarrant County,Census Tract 1012.02,Fort Worth,,4890,26,48.4199981689453,28.72,"$69,953",-97.2972336632901,32.7653103440407
48439105513,Tarrant County,Census Tract 1055.13,Fort Worth,,3120,20.6,31.9799995422363,16.89,"$125,000",-97.4148466527441,32.6687084713779
48439102402,Tarrant County,Census Tract 1024.02,Fort Worth,,4367,21.4,55.6399993896484,39.34,"$206,128",-97.4299627552139,32.7116441958054
48113014310,Dallas County,Census Tract 143.10,Irving,Irving/Coppell,4496,,49.6800003051758,28.81,"$132,088",-96.9817423040465,32.8588003620721
48085031628,Collin County,Census Tract 316.28,Plano,Plano/Murphy/Wylie,3661,29.1,60.75,38.18,"$162,793",-96.7219360260386,33.0528180205304
48113013009,Dallas County,Census Tract 130.09,Dallas,Richardson/Far North Dallas/Lake Highlands,4949,25.5,44.1199989318848,32.15,"$256,189",-96.7131528067947,32.8872362509876
48113016620,Dallas County,Census Tract 166.20,DeSoto,Best Southwest/Oak Cliff/Grand Prairie,5450,28.9,61.3300018310547,38.33,"$147,426",-96.839694296392,32.5970056404662
48113015306,Dallas County,Census Tract 153.06,Irving,Irving/Coppell,5138,26.1,58.4300003051758,33.96,"$150,084",-96.9857830188226,32.7911595773738
48085030701,Collin County,Census Tract 307.01,McKinney,Allen/Frisco/McKinney,3479,21.9,49.75,26.05,"$100,503",-96.6229784769037,33.2261903080344
48113018123,Dallas County,Census Tract 181.23,Garland,Garland/Mesquite,8547,30,60.939998626709,34.2,"$142,403",-96.6074082974495,32.948910208166
48113016803,Dallas County,Census Tract 168.03,Lancaster,Best Southwest/Oak Cliff/Grand Prairie,5752,29.1,50.8400001525879,29.04,"$105,234",-96.7639840453706,32.5960866779583
48085030505,Collin County,Census Tract 305.05,Frisco,Allen/Frisco/McKinney,2952,25.7,38.1699981689453,24.16,"$364,545",-96.8148485554091,33.1083653992949
48439111202,Tarrant County,Census Tract 1112.02,Everman,,6148,22.9,50.3800010681152,31.45,"$76,389",-97.2823822484296,32.6307399338488
48113014502,Dallas County,Census Tract 145.02,Irving,Irving/Coppell,4862,24.3,40.5999984741211,23.84,"$128,521",-96.9570553867578,32.8221272939021
48439113405,Tarrant County,Census Tract 1134.05,Hurst,,6031,22.7,43.2000007629395,27.08,"$141,247",-97.1996597061804,32.8152719146312
48121021201,Denton County,Census Tract 212.01,Denton,,6385,21.3,28.8099994659424,11.01,"$115,625",-97.0970979209671,33.1975012209015
48439113919,Tarrant County,Census Tract 1139.19,Fort Worth,,7278,30.6,58.560001373291,41.64,"$181,130",-97.2798533319301,32.8836362263548
48113019029,Dallas County,Census Tract 190.29,Garland,Garland/Mesquite,5922,,58.75,33.76,"$119,691",-96.6664610661701,32.9480762985011
48439101301,Tarrant County,Census Tract 1013.01,Fort Worth,,5315,27.5,53.4099998474121,29.75,"$81,646",-97.2160430525362,32.7415246921624
48113007810,Dallas County,Census Tract 78.10,Dallas,Richardson/Far North Dallas/Lake Highlands,4273,23.9,44.6699981689453,35.2,"$266,632",-96.7392017426096,32.9066453782362
48085031316,Collin County,Census Tract 313.16,Richardson,Richardson/Far North Dallas/Lake Highlands,6619,29.5,58.5699996948242,41.63,"$256,160",-96.6224118659887,32.9984906148171
48439110905,Tarrant County,Census Tract 1109.05,Benbrook,,4384,23.1,59.2000007629395,38.9,"$133,550",-97.4449711541174,32.6772544629888
48113017500,Dallas County,Census Tract 175,Mesquite,Garland/Mesquite,3748,24.3,58.9799995422363,35.21,"$132,532",-96.6085664260188,32.758709570967
48113016902,Dallas County,Census Tract 169.02,Hutchins,Best Southwest/Oak Cliff/Grand Prairie,5602,27.8,52.9500007629395,26.01,"$77,908",-96.7032334959231,32.6450551228603
48113013622,Dallas County,Census Tract 136.22,Addison,Richardson/Far North Dallas/Lake Highlands,2860,20,33.8199996948242,21.35,"$307,317",-96.8110820378822,32.9496180406319
48439111545,Tarrant County,Census Tract 1115.45,Dalworthington Gardens,,2503,26.9,52.689998626709,38.88,"$331,604",-97.1585592474294,32.6936166078919
48121021742,Denton County,Census Tract 217.42,Lewisville,Lewisville/Flower Mound/Highland Village,6478,28.3,60.439998626709,35.76,"$158,011",-97.0340778506893,33.0333318350076
48439121904,Tarrant County,Census Tract 1219.04,Arlington,,4826,23.4,45.0800018310547,26.88,"$85,269",-97.0584577752116,32.7213876228499
48113017804,Dallas County,Census Tract 178.04,Mesquite,Garland/Mesquite,6022,24.4,46.2799987792969,27.42,"$120,000",-96.637334346355,32.7997242923691
48113006900,Dallas County,Census Tract 69,Dallas,Best Southwest/Oak Cliff/Grand Prairie,3588,,31.6900005340576,16.77,"$152,616",-96.8664037684925,32.7622528389049
48439114003,Tarrant County,Census Tract 1140.03,Saginaw,,8061,30,60.9700012207031,34.16,"$128,666",-97.3541639291262,32.8658228008993
48113001502,Dallas County,Census Tract 15.02,Dallas,White Rock/East Dallas,3389,28.6,28.4699993133545,11.95,"$111,972",-96.7692063325266,32.7935764834242
48439101401,Tarrant County,Census Tract 1014.01,Fort Worth,,4891,29.3,48.8400001525879,28.74,"$102,668",-97.2476524563228,32.7524545227429
48439121604,Tarrant County,Census Tract 1216.04,Arlington,,6077,26.2,46.3499984741211,25.44,"$129,953",-97.1384341644538,32.7489269931011
48439104702,Tarrant County,Census Tract 1047.02,Fort Worth,,3615,25.9,41.0099983215332,24.11,"$72,911",-97.3330202199461,32.6741433580479
48113009611,Dallas County,Census Tract 96.11,Dallas,Park Cities/North Dallas/Uptown/Oak Lawn,3650,27,50.0800018310547,31.65,"$131,108",-96.8765214634643,32.9021570978901
48113019043,Dallas County,Census Tract 190.43,Garland,Garland/Mesquite,7763,26.2,62.439998626709,44.32,"$248,735",-96.6195692102776,32.9710137306119
48121020506,Denton County,Census Tract 205.06,Denton County,,1931,26.3,69.8000030517578,44.55,"$195,455",-97.0719340505852,33.2573347185188
48121021735,Denton County,Census Tract 217.35,Lewisville,Lewisville/Flower Mound/Highland Village,3729,24.1,32,16.85,"$190,625",-96.9830572603487,33.0077457262622
48113014120,Dallas County,Census Tract 141.20,Coppell,Irving/Coppell,5048,25,60.2200012207031,40.9,"$241,968",-96.9669694370522,32.96079008457
